player_name,appo_team,Vanue,inning,runs,wick,date
LJ Wright,Pakistan,Kennington Oval,0,34,1,2009-06-07
Mohammad Amir,England,Kennington Oval,0,0,1,2009-06-07
NJ O'Brien,Bangladesh,Trent Bridge,1,40,0,2009-06-08
Naeem Islam,Ireland,Trent Bridge,0,7,0,2009-06-08
Junaid Siddique,Ireland,Trent Bridge,0,13,0,2009-06-08
Raqibul Hasan,Ireland,Trent Bridge,0,13,0,2009-06-08
KJ O'Brien,Bangladesh,Trent Bridge,1,39,0,2009-06-08
DT Johnston,Bangladesh,Trent Bridge,0,0,3,2009-06-08
Abdur Razzak,Ireland,Trent Bridge,1,0,1,2009-06-08
Mohammad Ashraful,Ireland,Trent Bridge,0,14,0,2009-06-08
GC Wilson,Bangladesh,Trent Bridge,1,10,0,2009-06-08
Mashrafe Mortaza,Ireland,Trent Bridge,0,33,2,2009-06-08
RM West,Bangladesh,Trent Bridge,0,0,1,2009-06-08
JF Mooney,Bangladesh,Trent Bridge,1,17,0,2009-06-08
Rubel Hossain,Ireland,Trent Bridge,1,0,0,2009-06-08
Mahmudullah,Ireland,Trent Bridge,0,7,0,2009-06-08
WB Rankin,Bangladesh,Trent Bridge,0,0,1,2009-06-08
Mushfiqur Rahim,Ireland,Trent Bridge,0,14,0,2009-06-08
WK McCallan,Bangladesh,Trent Bridge,0,0,1,2009-06-08
JP Bray,Bangladesh,Trent Bridge,1,2,0,2009-06-08
Tamim Iqbal,Ireland,Trent Bridge,0,22,0,2009-06-08
Shakib Al Hasan,Ireland,Trent Bridge,0,7,1,2009-06-08
AR Cusack,Bangladesh,Trent Bridge,0,0,1,2009-06-08
WTS Porterfield,Bangladesh,Trent Bridge,1,23,0,2009-06-08
LPC Silva,Australia,Trent Bridge,1,11,0,2009-06-08
DJ Hussey,Sri Lanka,Trent Bridge,0,28,0,2009-06-08
SR Watson,Sri Lanka,Trent Bridge,0,22,0,2009-06-08
NM Hauritz,Sri Lanka,Trent Bridge,0,4,1,2009-06-08
BJ Haddin,Sri Lanka,Trent Bridge,0,16,0,2009-06-08
B Lee,Sri Lanka,Trent Bridge,0,15,2,2009-06-08
NW Bracken,Sri Lanka,Trent Bridge,0,4,0,2009-06-08
DA Warner,Sri Lanka,Trent Bridge,0,0,0,2009-06-08
RT Ponting,Sri Lanka,Trent Bridge,0,25,0,2009-06-08
MJ Clarke,Sri Lanka,Trent Bridge,0,11,1,2009-06-08
I Udana,Australia,Trent Bridge,0,0,2,2009-06-08
AD Mathews,Australia,Trent Bridge,0,0,1,2009-06-08
MG Johnson,Sri Lanka,Trent Bridge,0,28,0,2009-06-08
KC Sangakkara,Australia,Trent Bridge,1,55,0,2009-06-08
SL Malinga,Australia,Trent Bridge,0,0,3,2009-06-08
MEK Hussey,Sri Lanka,Trent Bridge,0,1,0,2009-06-08
DPMD Jayawardene,Australia,Trent Bridge,1,9,0,2009-06-08
BAW Mendis,Australia,Trent Bridge,0,0,3,2009-06-08
J Mubarak,Australia,Trent Bridge,1,21,0,2009-06-08
ST Jayasuriya,Australia,Trent Bridge,1,2,0,2009-06-08
M Muralitharan,Australia,Trent Bridge,0,0,0,2009-06-08
TM Dilshan,Australia,Trent Bridge,1,53,0,2009-06-08
PW Borren,Pakistan,Lord's,1,2,1,2009-06-09
Sohail Tanvir,Netherlands,Lord's,1,0,0,2009-06-09
Kamran Akmal,Netherlands,Lord's,0,41,0,2009-06-09
Misbah-ul-Haq,Netherlands,Lord's,0,31,0,2009-06-09
RN ten Doeschate,Pakistan,Lord's,1,14,1,2009-06-09
B Zuiderent,Pakistan,Lord's,1,13,0,2009-06-09
AN Kervezee,Pakistan,Lord's,1,21,0,2009-06-09
Saeed Ajmal,Netherlands,Lord's,1,0,3,2009-06-09
Shahid Afridi,Netherlands,Lord's,0,13,4,2009-06-09
Shoaib Malik,Netherlands,Lord's,0,30,1,2009-06-09
Younis Khan,Netherlands,Lord's,0,36,0,2009-06-09
TN de Grooth,Pakistan,Lord's,1,4,0,2009-06-09
J Smits,Pakistan,Lord's,1,11,0,2009-06-09
Fawad Alam,Netherlands,Lord's,0,3,0,2009-06-09
DP Nannes,Pakistan,Lord's,1,6,1,2009-06-09
DJ Reekers,Pakistan,Lord's,1,13,0,2009-06-09
Umar Gul,Netherlands,Lord's,1,0,1,2009-06-09
E Schiferli,Pakistan,Lord's,1,2,0,2009-06-09
Salman Butt,Netherlands,Lord's,0,18,0,2009-06-09
PM Seelaar,Pakistan,Lord's,1,1,2,2009-06-09
Mohammad Amir,Netherlands,Lord's,1,0,1,2009-06-09
DLS van Bunge,Pakistan,Lord's,1,0,0,2009-06-09
KD Mills,South Africa,Lord's,0,0,1,2009-06-09
MV Boucher,New Zealand,Lord's,0,6,0,2009-06-09
DW Steyn,New Zealand,Lord's,1,0,1,2009-06-09
LRPL Taylor,South Africa,Lord's,1,22,0,2009-06-09
JP Duminy,New Zealand,Lord's,0,29,0,2009-06-09
NL McCullum,South Africa,Lord's,0,0,1,2009-06-09
SB Styris,South Africa,Lord's,1,7,1,2009-06-09
JDP Oram,South Africa,Lord's,1,24,0,2009-06-09
RE van der Merwe,New Zealand,Lord's,0,0,2,2009-06-09
BJ Diamanti,South Africa,Lord's,0,0,0,2009-06-09
IG Butler,South Africa,Lord's,0,0,2,2009-06-09
WD Parnell,New Zealand,Lord's,1,0,0,2009-06-09
JH Kallis,New Zealand,Lord's,0,24,1,2009-06-09
AB de Villiers,New Zealand,Lord's,0,15,0,2009-06-09
NT Broom,South Africa,Lord's,1,1,0,2009-06-09
GC Smith,New Zealand,Lord's,0,33,0,2009-06-09
HH Gibbs,New Zealand,Lord's,0,3,0,2009-06-09
J Botha,New Zealand,Lord's,0,2,0,2009-06-09
MJ Guptill,South Africa,Lord's,1,6,0,2009-06-09
JA Morkel,New Zealand,Lord's,0,10,0,2009-06-09
BB McCullum,South Africa,Lord's,1,57,0,2009-06-09
KJ O'Brien,India,Trent Bridge,0,2,0,2009-06-10
Yuvraj Singh,Ireland,Trent Bridge,1,3,0,2009-06-10
MS Dhoni,Ireland,Trent Bridge,1,14,0,2009-06-10
PP Ojha,Ireland,Trent Bridge,0,0,2,2009-06-10
Harbhajan Singh,Ireland,Trent Bridge,0,0,1,2009-06-10
RG Sharma,Ireland,Trent Bridge,1,52,0,2009-06-10
GC Wilson,India,Trent Bridge,0,19,0,2009-06-10
G Gambhir,Ireland,Trent Bridge,1,37,0,2009-06-10
AC Botha,India,Trent Bridge,0,8,0,2009-06-10
RM West,India,Trent Bridge,0,1,1,2009-06-10
I Sharma,Ireland,Trent Bridge,0,0,0,2009-06-10
Z Khan,Ireland,Trent Bridge,0,0,4,2009-06-10
JF Mooney,India,Trent Bridge,0,19,0,2009-06-10
WB Rankin,India,Trent Bridge,1,0,0,2009-06-10
IK Pathan,Ireland,Trent Bridge,0,0,0,2009-06-10
AR White,India,Trent Bridge,0,29,0,2009-06-10
WK McCallan,India,Trent Bridge,0,9,1,2009-06-10
JP Bray,India,Trent Bridge,0,0,0,2009-06-10
AR Cusack,India,Trent Bridge,0,12,0,2009-06-10
WTS Porterfield,India,Trent Bridge,0,5,0,2009-06-10
DJ Bravo,Sri Lanka,Trent Bridge,1,51,0,2009-06-10
LPC Silva,West Indies,Trent Bridge,0,7,0,2009-06-10
JE Taylor,Sri Lanka,Trent Bridge,0,0,1,2009-06-10
FH Edwards,Sri Lanka,Trent Bridge,0,0,0,2009-06-10
RR Sarwan,Sri Lanka,Trent Bridge,1,28,0,2009-06-10
XM Marshall,Sri Lanka,Trent Bridge,1,14,0,2009-06-10
I Udana,West Indies,Trent Bridge,1,0,0,2009-06-10
ADS Fletcher,Sri Lanka,Trent Bridge,1,13,0,2009-06-10
SJ Benn,Sri Lanka,Trent Bridge,0,0,0,2009-06-10
AD Mathews,West Indies,Trent Bridge,0,3,0,2009-06-10
KC Sangakkara,West Indies,Trent Bridge,0,5,0,2009-06-10
SL Malinga,West Indies,Trent Bridge,1,0,2,2009-06-10
DPMD Jayawardene,West Indies,Trent Bridge,0,4,0,2009-06-10
S Chanderpaul,Sri Lanka,Trent Bridge,1,1,0,2009-06-10
J Mubarak,West Indies,Trent Bridge,0,8,0,2009-06-10
ST Jayasuriya,West Indies,Trent Bridge,0,81,0,2009-06-10
BAW Mendis,West Indies,Trent Bridge,1,0,2,2009-06-10
KA Pollard,Sri Lanka,Trent Bridge,1,19,0,2009-06-10
LMP Simmons,Sri Lanka,Trent Bridge,1,29,4,2009-06-10
M Muralitharan,West Indies,Trent Bridge,1,0,1,2009-06-10
TM Dilshan,West Indies,Trent Bridge,0,74,0,2009-06-10
NJ O'Brien,New Zealand,Trent Bridge,1,3,0,2009-06-11
KJ O'Brien,New Zealand,Trent Bridge,1,2,0,2009-06-11
PD McGlashan,Ireland,Trent Bridge,0,5,0,2009-06-11
KD Mills,Ireland,Trent Bridge,1,0,2,2009-06-11
DT Johnston,New Zealand,Trent Bridge,1,14,1,2009-06-11
AJ Redmond,Ireland,Trent Bridge,0,63,0,2009-06-11
JEC Franklin,Ireland,Trent Bridge,0,7,0,2009-06-11
GC Wilson,New Zealand,Trent Bridge,1,23,0,2009-06-11
NL McCullum,Ireland,Trent Bridge,1,0,3,2009-06-11
AC Botha,New Zealand,Trent Bridge,1,28,0,2009-06-11
JDP Oram,Ireland,Trent Bridge,0,15,0,2009-06-11
SB Styris,Ireland,Trent Bridge,0,42,1,2009-06-11
RM West,New Zealand,Trent Bridge,1,8,0,2009-06-11
JF Mooney,New Zealand,Trent Bridge,1,12,0,2009-06-11
PC Connell,New Zealand,Trent Bridge,1,1,0,2009-06-11
IG Butler,Ireland,Trent Bridge,1,0,0,2009-06-11
WK McCallan,New Zealand,Trent Bridge,1,0,2,2009-06-11
MJ Guptill,Ireland,Trent Bridge,0,45,0,2009-06-11
BB McCullum,Ireland,Trent Bridge,0,10,0,2009-06-11
AR Cusack,New Zealand,Trent Bridge,1,20,2,2009-06-11
WTS Porterfield,New Zealand,Trent Bridge,1,1,0,2009-06-11
SCJ Broad,South Africa,Trent Bridge,0,9,1,2009-06-11
JS Foster,South Africa,Trent Bridge,0,1,0,2009-06-11
PD Collingwood,South Africa,Trent Bridge,0,19,0,2009-06-11
OA Shah,South Africa,Trent Bridge,0,38,0,2009-06-11
DW Steyn,England,Trent Bridge,0,0,1,2009-06-11
RS Bopara,South Africa,Trent Bridge,0,2,0,2009-06-11
JP Duminy,England,Trent Bridge,1,2,0,2009-06-11
RE van der Merwe,England,Trent Bridge,0,0,2,2009-06-11
KP Pietersen,South Africa,Trent Bridge,0,19,0,2009-06-11
AU Rashid,South Africa,Trent Bridge,0,9,1,2009-06-11
JM Anderson,South Africa,Trent Bridge,0,0,0,2009-06-11
WD Parnell,England,Trent Bridge,0,0,3,2009-06-11
AD Mascarenhas,South Africa,Trent Bridge,0,1,0,2009-06-11
JH Kallis,England,Trent Bridge,1,57,2,2009-06-11
AB de Villiers,England,Trent Bridge,1,11,0,2009-06-11
GC Smith,England,Trent Bridge,1,11,0,2009-06-11
GP Swann,South Africa,Trent Bridge,0,5,1,2009-06-11
HH Gibbs,England,Trent Bridge,1,30,0,2009-06-11
J Botha,England,Trent Bridge,0,0,1,2009-06-11
JA Morkel,England,Trent Bridge,0,0,1,2009-06-11
LJ Wright,South Africa,Trent Bridge,0,1,0,2009-06-11
LPC Silva,Pakistan,Lord's,0,8,0,2009-06-12
Sohail Tanvir,Sri Lanka,Lord's,1,3,0,2009-06-12
Kamran Akmal,Sri Lanka,Lord's,1,5,0,2009-06-12
Misbah-ul-Haq,Sri Lanka,Lord's,1,21,0,2009-06-12
Saeed Ajmal,Sri Lanka,Lord's,0,0,2,2009-06-12
Shahid Afridi,Sri Lanka,Lord's,1,0,2,2009-06-12
Shoaib Malik,Sri Lanka,Lord's,1,28,0,2009-06-12
Younis Khan,Sri Lanka,Lord's,1,50,0,2009-06-12
AD Mathews,Pakistan,Lord's,0,9,1,2009-06-12
KC Sangakkara,Pakistan,Lord's,0,15,0,2009-06-12
SL Malinga,Pakistan,Lord's,0,2,3,2009-06-12
Fawad Alam,Sri Lanka,Lord's,1,12,0,2009-06-12
Umar Gul,Sri Lanka,Lord's,1,9,2,2009-06-12
DPMD Jayawardene,Pakistan,Lord's,0,19,0,2009-06-12
BAW Mendis,Pakistan,Lord's,1,0,0,2009-06-12
J Mubarak,Pakistan,Lord's,0,5,0,2009-06-12
ST Jayasuriya,Pakistan,Lord's,0,26,0,2009-06-12
KMDN Kulasekara,Pakistan,Lord's,0,0,1,2009-06-12
Salman Butt,Sri Lanka,Lord's,1,0,0,2009-06-12
M Muralitharan,Pakistan,Lord's,1,0,2,2009-06-12
TM Dilshan,Pakistan,Lord's,0,46,0,2009-06-12
Mohammad Amir,Sri Lanka,Lord's,0,0,0,2009-06-12
DJ Bravo,India,Lord's,1,66,4,2009-06-12
Yuvraj Singh,West Indies,Lord's,0,67,0,2009-06-12
MS Dhoni,West Indies,Lord's,0,11,0,2009-06-12
JE Taylor,India,Lord's,0,0,0,2009-06-12
FH Edwards,India,Lord's,0,0,3,2009-06-12
SK Raina,West Indies,Lord's,0,5,0,2009-06-12
PP Ojha,West Indies,Lord's,1,0,1,2009-06-12
Harbhajan Singh,West Indies,Lord's,0,13,0,2009-06-12
RG Sharma,West Indies,Lord's,0,5,0,2009-06-12
G Gambhir,West Indies,Lord's,0,14,0,2009-06-12
I Sharma,West Indies,Lord's,1,0,0,2009-06-12
ADS Fletcher,India,Lord's,1,0,0,2009-06-12
SJ Benn,India,Lord's,0,0,0,2009-06-12
Z Khan,West Indies,Lord's,1,0,0,2009-06-12
CH Gayle,India,Lord's,1,22,0,2009-06-12
IK Pathan,West Indies,Lord's,0,2,1,2009-06-12
S Chanderpaul,India,Lord's,1,18,0,2009-06-12
YK Pathan,West Indies,Lord's,0,31,1,2009-06-12
KA Pollard,India,Lord's,0,0,0,2009-06-12
LMP Simmons,India,Lord's,1,44,0,2009-06-12
DJ Bravo,South Africa,Kennington Oval,1,19,0,2009-06-13
JE Taylor,South Africa,Kennington Oval,1,0,3,2009-06-13
FH Edwards,South Africa,Kennington Oval,1,2,1,2009-06-13
RR Sarwan,South Africa,Kennington Oval,1,8,0,2009-06-13
MV Boucher,West Indies,Kennington Oval,0,17,0,2009-06-13
DW Steyn,West Indies,Kennington Oval,1,0,2,2009-06-13
D Ramdin,South Africa,Kennington Oval,1,8,0,2009-06-13
JP Duminy,West Indies,Kennington Oval,0,0,1,2009-06-13
RE van der Merwe,West Indies,Kennington Oval,0,1,2,2009-06-13
ADS Fletcher,South Africa,Kennington Oval,1,0,0,2009-06-13
SJ Benn,South Africa,Kennington Oval,1,13,1,2009-06-13
CH Gayle,South Africa,Kennington Oval,1,5,0,2009-06-13
WD Parnell,West Indies,Kennington Oval,1,0,4,2009-06-13
JH Kallis,West Indies,Kennington Oval,0,45,0,2009-06-13
AB de Villiers,West Indies,Kennington Oval,0,17,0,2009-06-13
S Chanderpaul,South Africa,Kennington Oval,1,8,0,2009-06-13
GC Smith,West Indies,Kennington Oval,0,31,0,2009-06-13
KA Pollard,South Africa,Kennington Oval,1,6,1,2009-06-13
HH Gibbs,West Indies,Kennington Oval,0,55,0,2009-06-13
LMP Simmons,South Africa,Kennington Oval,1,77,1,2009-06-13
J Botha,West Indies,Kennington Oval,0,4,0,2009-06-13
JA Morkel,West Indies,Kennington Oval,0,10,0,2009-06-13
PD McGlashan,Pakistan,Kennington Oval,0,8,0,2009-06-13
Kamran Akmal,New Zealand,Kennington Oval,1,19,0,2009-06-13
KD Mills,Pakistan,Kennington Oval,0,0,1,2009-06-13
AJ Redmond,Pakistan,Kennington Oval,0,15,0,2009-06-13
JEC Franklin,Pakistan,Kennington Oval,0,7,0,2009-06-13
Saeed Ajmal,New Zealand,Kennington Oval,0,0,0,2009-06-13
Shahzaib Hasan,New Zealand,Kennington Oval,1,35,0,2009-06-13
Shahid Afridi,New Zealand,Kennington Oval,1,29,1,2009-06-13
Shoaib Malik,New Zealand,Kennington Oval,1,4,0,2009-06-13
NL McCullum,Pakistan,Kennington Oval,0,7,0,2009-06-13
JDP Oram,Pakistan,Kennington Oval,0,5,0,2009-06-13
SB Styris,Pakistan,Kennington Oval,0,22,0,2009-06-13
Abdul Razzaq,New Zealand,Kennington Oval,1,5,2,2009-06-13
Younis Khan,New Zealand,Kennington Oval,1,6,0,2009-06-13
IG Butler,Pakistan,Kennington Oval,0,1,0,2009-06-13
Umar Gul,New Zealand,Kennington Oval,0,0,5,2009-06-13
DL Vettori,Pakistan,Kennington Oval,0,8,2,2009-06-13
MJ Guptill,Pakistan,Kennington Oval,0,8,0,2009-06-13
BB McCullum,Pakistan,Kennington Oval,0,12,0,2009-06-13
Mohammad Amir,New Zealand,Kennington Oval,0,0,1,2009-06-13
NJ O'Brien,Sri Lanka,Lord's,1,31,0,2009-06-14
KJ O'Brien,Sri Lanka,Lord's,1,0,0,2009-06-14
LPC Silva,Ireland,Lord's,0,4,0,2009-06-14
DT Johnston,Sri Lanka,Lord's,1,9,1,2009-06-14
AC Botha,Sri Lanka,Lord's,1,0,0,2009-06-14
RM West,Sri Lanka,Lord's,1,1,0,2009-06-14
AD Mathews,Ireland,Lord's,0,10,0,2009-06-14
JF Mooney,Sri Lanka,Lord's,1,31,0,2009-06-14
KC Sangakkara,Ireland,Lord's,0,3,0,2009-06-14
WB Rankin,Sri Lanka,Lord's,0,0,2,2009-06-14
SL Malinga,Ireland,Lord's,0,1,2,2009-06-14
DPMD Jayawardene,Ireland,Lord's,0,78,0,2009-06-14
AR White,Sri Lanka,Lord's,1,22,0,2009-06-14
WK McCallan,Sri Lanka,Lord's,0,0,2,2009-06-14
BAW Mendis,Ireland,Lord's,0,4,2,2009-06-14
J Mubarak,Ireland,Lord's,0,7,0,2009-06-14
ST Jayasuriya,Ireland,Lord's,0,27,0,2009-06-14
KMDN Kulasekara,Ireland,Lord's,0,1,1,2009-06-14
M Muralitharan,Ireland,Lord's,0,0,1,2009-06-14
TM Dilshan,Ireland,Lord's,0,0,0,2009-06-14
AR Cusack,Sri Lanka,Lord's,1,2,4,2009-06-14
WTS Porterfield,Sri Lanka,Lord's,1,31,0,2009-06-14
RA Jadeja,England,Lord's,1,25,2,2009-06-14
SCJ Broad,India,Lord's,0,3,0,2009-06-14
Yuvraj Singh,England,Lord's,1,17,0,2009-06-14
MS Dhoni,England,Lord's,1,30,0,2009-06-14
JS Foster,India,Lord's,0,6,0,2009-06-14
SK Raina,England,Lord's,1,2,0,2009-06-14
PD Collingwood,India,Lord's,0,7,0,2009-06-14
Harbhajan Singh,England,Lord's,0,0,3,2009-06-14
OA Shah,India,Lord's,0,12,0,2009-06-14
RG Sharma,England,Lord's,1,9,0,2009-06-14
RS Bopara,India,Lord's,0,37,0,2009-06-14
G Gambhir,England,Lord's,1,26,0,2009-06-14
I Sharma,England,Lord's,0,0,0,2009-06-14
Z Khan,England,Lord's,0,0,1,2009-06-14
KP Pietersen,India,Lord's,0,46,0,2009-06-14
RP Singh,England,Lord's,0,0,1,2009-06-14
JM Anderson,India,Lord's,1,0,0,2009-06-14
AD Mascarenhas,India,Lord's,0,25,1,2009-06-14
YK Pathan,England,Lord's,1,33,0,2009-06-14
GP Swann,India,Lord's,0,0,2,2009-06-14
RJ Sidebottom,India,Lord's,1,0,2,2009-06-14
LJ Wright,India,Lord's,0,1,0,2009-06-14
DJ Bravo,England,Kennington Oval,1,18,2,2009-06-15
SCJ Broad,West Indies,Kennington Oval,0,10,1,2009-06-15
JE Taylor,England,Kennington Oval,0,0,0,2009-06-15
JS Foster,West Indies,Kennington Oval,0,13,0,2009-06-15
PD Collingwood,West Indies,Kennington Oval,0,11,0,2009-06-15
RR Sarwan,England,Kennington Oval,1,19,0,2009-06-15
OA Shah,West Indies,Kennington Oval,0,18,0,2009-06-15
RS Bopara,West Indies,Kennington Oval,0,55,0,2009-06-15
ADS Fletcher,England,Kennington Oval,1,0,0,2009-06-15
SJ Benn,England,Kennington Oval,0,0,1,2009-06-15
CH Gayle,England,Kennington Oval,1,15,1,2009-06-15
KP Pietersen,West Indies,Kennington Oval,0,31,0,2009-06-15
AU Rashid,West Indies,Kennington Oval,1,0,1,2009-06-15
JM Anderson,West Indies,Kennington Oval,1,0,1,2009-06-15
S Chanderpaul,England,Kennington Oval,1,17,0,2009-06-15
KA Pollard,England,Kennington Oval,1,9,1,2009-06-15
GP Swann,West Indies,Kennington Oval,0,10,1,2009-06-15
DJG Sammy,England,Kennington Oval,0,0,0,2009-06-15
LMP Simmons,England,Kennington Oval,1,0,1,2009-06-15
RJ Sidebottom,West Indies,Kennington Oval,1,0,1,2009-06-15
LJ Wright,West Indies,Kennington Oval,0,6,0,2009-06-15
NJ O'Brien,Pakistan,Kennington Oval,1,7,0,2009-06-15
KJ O'Brien,Pakistan,Kennington Oval,1,26,0,2009-06-15
PR Stirling,Pakistan,Kennington Oval,1,17,0,2009-06-15
Kamran Akmal,Ireland,Kennington Oval,0,57,0,2009-06-15
Misbah-ul-Haq,Ireland,Kennington Oval,0,20,0,2009-06-15
DT Johnston,Pakistan,Kennington Oval,1,0,1,2009-06-15
Saeed Ajmal,Ireland,Kennington Oval,1,0,4,2009-06-15
Shahzaib Hasan,Ireland,Kennington Oval,0,23,0,2009-06-15
Shahid Afridi,Ireland,Kennington Oval,0,24,1,2009-06-15
Shoaib Malik,Ireland,Kennington Oval,0,4,0,2009-06-15
Abdul Razzaq,Ireland,Kennington Oval,0,15,0,2009-06-15
RM West,Pakistan,Kennington Oval,1,1,1,2009-06-15
Younis Khan,Ireland,Kennington Oval,0,10,0,2009-06-15
JF Mooney,Pakistan,Kennington Oval,1,2,0,2009-06-15
WB Rankin,Pakistan,Kennington Oval,1,5,0,2009-06-15
Umar Gul,Ireland,Kennington Oval,1,0,2,2009-06-15
AR White,Pakistan,Kennington Oval,1,5,0,2009-06-15
WK McCallan,Pakistan,Kennington Oval,1,2,2,2009-06-15
AR Cusack,Pakistan,Kennington Oval,1,2,1,2009-06-15
Mohammad Amir,Ireland,Kennington Oval,1,0,1,2009-06-15
WTS Porterfield,Pakistan,Kennington Oval,1,40,0,2009-06-15
LPC Silva,New Zealand,Trent Bridge,0,13,0,2009-06-16
PD McGlashan,Sri Lanka,Trent Bridge,1,2,0,2009-06-16
KD Mills,Sri Lanka,Trent Bridge,1,4,1,2009-06-16
AJ Redmond,Sri Lanka,Trent Bridge,1,23,0,2009-06-16
LRPL Taylor,Sri Lanka,Trent Bridge,1,8,0,2009-06-16
NL McCullum,Sri Lanka,Trent Bridge,1,2,1,2009-06-16
JDP Oram,Sri Lanka,Trent Bridge,1,7,0,2009-06-16
SB Styris,Sri Lanka,Trent Bridge,1,2,0,2009-06-16
I Udana,New Zealand,Trent Bridge,1,0,2,2009-06-16
AD Mathews,New Zealand,Trent Bridge,0,6,0,2009-06-16
KC Sangakkara,New Zealand,Trent Bridge,0,35,0,2009-06-16
IG Butler,Sri Lanka,Trent Bridge,1,2,1,2009-06-16
SL Malinga,New Zealand,Trent Bridge,1,0,1,2009-06-16
DPMD Jayawardene,New Zealand,Trent Bridge,0,41,0,2009-06-16
DL Vettori,Sri Lanka,Trent Bridge,1,3,2,2009-06-16
J Mubarak,New Zealand,Trent Bridge,0,8,0,2009-06-16
ST Jayasuriya,New Zealand,Trent Bridge,0,0,1,2009-06-16
BAW Mendis,New Zealand,Trent Bridge,1,0,3,2009-06-16
MJ Guptill,Sri Lanka,Trent Bridge,1,43,0,2009-06-16
M Muralitharan,New Zealand,Trent Bridge,1,0,1,2009-06-16
TM Dilshan,New Zealand,Trent Bridge,0,48,0,2009-06-16
BB McCullum,Sri Lanka,Trent Bridge,1,10,0,2009-06-16
RA Jadeja,South Africa,Trent Bridge,1,7,1,2009-06-16
Yuvraj Singh,South Africa,Trent Bridge,1,25,0,2009-06-16
MS Dhoni,South Africa,Trent Bridge,1,5,0,2009-06-16
SK Raina,South Africa,Trent Bridge,1,3,1,2009-06-16
Harbhajan Singh,South Africa,Trent Bridge,1,14,1,2009-06-16
RG Sharma,South Africa,Trent Bridge,1,29,0,2009-06-16
MV Boucher,India,Trent Bridge,0,11,0,2009-06-16
DW Steyn,India,Trent Bridge,1,0,2,2009-06-16
JP Duminy,India,Trent Bridge,0,10,1,2009-06-16
M Morkel,India,Trent Bridge,1,0,0,2009-06-16
G Gambhir,South Africa,Trent Bridge,1,21,0,2009-06-16
RE van der Merwe,India,Trent Bridge,1,0,1,2009-06-16
I Sharma,South Africa,Trent Bridge,0,0,0,2009-06-16
Z Khan,South Africa,Trent Bridge,1,4,1,2009-06-16
RP Singh,South Africa,Trent Bridge,1,2,1,2009-06-16
WD Parnell,India,Trent Bridge,1,0,0,2009-06-16
AB de Villiers,India,Trent Bridge,0,63,0,2009-06-16
YK Pathan,South Africa,Trent Bridge,1,0,0,2009-06-16
GC Smith,India,Trent Bridge,0,26,0,2009-06-16
HH Gibbs,India,Trent Bridge,0,5,0,2009-06-16
J Botha,India,Trent Bridge,0,4,3,2009-06-16
JA Morkel,India,Trent Bridge,0,8,0,2009-06-16
Kamran Akmal,South Africa,Trent Bridge,0,23,0,2009-06-18
Saeed Ajmal,South Africa,Trent Bridge,1,0,1,2009-06-18
Shahzaib Hasan,South Africa,Trent Bridge,0,0,0,2009-06-18
DW Steyn,Pakistan,Trent Bridge,0,0,1,2009-06-18
Shahid Afridi,South Africa,Trent Bridge,0,51,2,2009-06-18
Shoaib Malik,South Africa,Trent Bridge,0,34,0,2009-06-18
JP Duminy,Pakistan,Trent Bridge,1,44,1,2009-06-18
Abdul Razzaq,South Africa,Trent Bridge,0,12,0,2009-06-18
RE van der Merwe,Pakistan,Trent Bridge,0,0,1,2009-06-18
Younis Khan,South Africa,Trent Bridge,0,24,0,2009-06-18
WD Parnell,Pakistan,Trent Bridge,0,0,1,2009-06-18
Fawad Alam,South Africa,Trent Bridge,1,0,0,2009-06-18
Umar Gul,South Africa,Trent Bridge,1,0,0,2009-06-18
JH Kallis,Pakistan,Trent Bridge,1,64,0,2009-06-18
AB de Villiers,Pakistan,Trent Bridge,1,1,0,2009-06-18
GC Smith,Pakistan,Trent Bridge,1,10,0,2009-06-18
HH Gibbs,Pakistan,Trent Bridge,1,5,0,2009-06-18
J Botha,Pakistan,Trent Bridge,0,0,0,2009-06-18
JA Morkel,Pakistan,Trent Bridge,1,2,0,2009-06-18
Mohammad Amir,South Africa,Trent Bridge,1,0,1,2009-06-18
DJ Bravo,Sri Lanka,Kennington Oval,1,0,2,2009-06-19
LPC Silva,West Indies,Kennington Oval,0,11,0,2009-06-19
JE Taylor,Sri Lanka,Kennington Oval,1,2,1,2009-06-19
RR Sarwan,Sri Lanka,Kennington Oval,1,5,0,2009-06-19
XM Marshall,Sri Lanka,Kennington Oval,1,0,0,2009-06-19
D Ramdin,Sri Lanka,Kennington Oval,1,9,0,2009-06-19
I Udana,West Indies,Kennington Oval,1,0,1,2009-06-19
SJ Benn,Sri Lanka,Kennington Oval,1,0,1,2009-06-19
AD Mathews,West Indies,Kennington Oval,0,12,3,2009-06-19
CH Gayle,Sri Lanka,Kennington Oval,1,63,0,2009-06-19
KC Sangakkara,West Indies,Kennington Oval,0,0,0,2009-06-19
SL Malinga,West Indies,Kennington Oval,1,0,1,2009-06-19
DPMD Jayawardene,West Indies,Kennington Oval,0,2,0,2009-06-19
S Chanderpaul,Sri Lanka,Kennington Oval,1,7,0,2009-06-19
J Mubarak,West Indies,Kennington Oval,0,7,0,2009-06-19
ST Jayasuriya,West Indies,Kennington Oval,0,24,0,2009-06-19
BAW Mendis,West Indies,Kennington Oval,1,0,2,2009-06-19
KA Pollard,Sri Lanka,Kennington Oval,1,3,1,2009-06-19
