player_name,appo_team,Vanue,inning,runs,wick,date
JB Reva,Ireland,Tony Ireland Stadium,1,7,0,2016-02-07
SW Poynter,Papua New Guinea,Tony Ireland Stadium,0,35,0,2016-02-07
VV Morea,Ireland,Tony Ireland Stadium,1,6,0,2016-02-07
GH Dockrell,Papua New Guinea,Tony Ireland Stadium,1,0,3,2016-02-07
JNT Vare,Ireland,Tony Ireland Stadium,1,2,0,2016-02-07
SR Thompson,Papua New Guinea,Tony Ireland Stadium,0,5,0,2016-02-07
P Raho,Ireland,Tony Ireland Stadium,1,2,3,2016-02-07
GC Wilson,Papua New Guinea,Tony Ireland Stadium,0,13,0,2016-02-07
MD Dai,Ireland,Tony Ireland Stadium,1,6,0,2016-02-07
MC Sorensen,Papua New Guinea,Tony Ireland Stadium,0,4,3,2016-02-07
AD Poynter,Papua New Guinea,Tony Ireland Stadium,0,6,0,2016-02-07
CJA Amini,Ireland,Tony Ireland Stadium,1,2,0,2016-02-07
N Pokana,Ireland,Tony Ireland Stadium,1,2,0,2016-02-07
A Vala,Ireland,Tony Ireland Stadium,1,25,2,2016-02-07
S Bau,Ireland,Tony Ireland Stadium,1,0,0,2016-02-07
N Vanua,Ireland,Tony Ireland Stadium,1,26,0,2016-02-07
CA Young,Papua New Guinea,Tony Ireland Stadium,1,0,0,2016-02-07
A Balbirnie,Papua New Guinea,Tony Ireland Stadium,0,0,0,2016-02-07
TJ Murtagh,Papua New Guinea,Tony Ireland Stadium,1,0,1,2016-02-07
L Siaka,Ireland,Tony Ireland Stadium,1,8,0,2016-02-07
AR McBrine,Papua New Guinea,Tony Ireland Stadium,1,0,2,2016-02-07
WTS Porterfield,Papua New Guinea,Tony Ireland Stadium,0,30,0,2016-02-07
NJ O'Brien,Papua New Guinea,Tony Ireland Stadium,1,27,0,2016-02-09
KJ O'Brien,Papua New Guinea,Tony Ireland Stadium,1,0,1,2016-02-09
PR Stirling,Papua New Guinea,Tony Ireland Stadium,1,8,1,2016-02-09
SW Poynter,Papua New Guinea,Tony Ireland Stadium,1,9,0,2016-02-09
VV Morea,Ireland,Tony Ireland Stadium,0,19,0,2016-02-09
SR Thompson,Papua New Guinea,Tony Ireland Stadium,1,10,0,2016-02-09
P Raho,Ireland,Tony Ireland Stadium,0,8,0,2016-02-09
MD Dai,Ireland,Tony Ireland Stadium,0,19,2,2016-02-09
GC Wilson,Papua New Guinea,Tony Ireland Stadium,1,15,0,2016-02-09
MC Sorensen,Papua New Guinea,Tony Ireland Stadium,1,1,0,2016-02-09
H Hiri,Ireland,Tony Ireland Stadium,0,1,0,2016-02-09
CJA Amini,Ireland,Tony Ireland Stadium,0,24,2,2016-02-09
N Pokana,Ireland,Tony Ireland Stadium,1,0,1,2016-02-09
A Vala,Ireland,Tony Ireland Stadium,0,7,1,2016-02-09
S Bau,Ireland,Tony Ireland Stadium,0,25,0,2016-02-09
N Vanua,Ireland,Tony Ireland Stadium,0,1,1,2016-02-09
CA Soper,Ireland,Tony Ireland Stadium,0,3,3,2016-02-09
A Balbirnie,Papua New Guinea,Tony Ireland Stadium,1,5,0,2016-02-09
TJ Murtagh,Papua New Guinea,Tony Ireland Stadium,1,8,3,2016-02-09
L Siaka,Ireland,Tony Ireland Stadium,0,1,0,2016-02-09
AR McBrine,Papua New Guinea,Tony Ireland Stadium,1,10,1,2016-02-09
GH Dockrell,Papua New Guinea,Tony Ireland Stadium,1,7,2,2016-02-09
Saqlain Haider,Ireland,Sheikh Zayed Stadium,1,4,0,2016-02-14
NJ O'Brien,United Arab Emirates,Sheikh Zayed Stadium,0,38,0,2016-02-14
KJ O'Brien,United Arab Emirates,Sheikh Zayed Stadium,0,23,3,2016-02-14
PR Stirling,United Arab Emirates,Sheikh Zayed Stadium,0,2,0,2016-02-14
SW Poynter,United Arab Emirates,Sheikh Zayed Stadium,0,1,0,2016-02-14
SP Patil,Ireland,Sheikh Zayed Stadium,1,14,0,2016-02-14
Qadeer Ahmed,Ireland,Sheikh Zayed Stadium,1,5,1,2016-02-14
Muhammad Usman,Ireland,Sheikh Zayed Stadium,1,7,0,2016-02-14
GC Wilson,United Arab Emirates,Sheikh Zayed Stadium,0,0,0,2016-02-14
Rohan Mustafa,Ireland,Sheikh Zayed Stadium,1,7,1,2016-02-14
MC Sorensen,United Arab Emirates,Sheikh Zayed Stadium,0,26,1,2016-02-14
Mohammad Naveed,Ireland,Sheikh Zayed Stadium,1,12,1,2016-02-14
Mohammad Shahzad,Ireland,Sheikh Zayed Stadium,1,0,1,2016-02-14
Zaheer Maqsood,Ireland,Sheikh Zayed Stadium,1,2,0,2016-02-14
WTS Porterfield,United Arab Emirates,Sheikh Zayed Stadium,0,8,0,2016-02-14
WB Rankin,United Arab Emirates,Sheikh Zayed Stadium,0,16,2,2016-02-14
Fahad Tariq,Ireland,Sheikh Zayed Stadium,1,16,0,2016-02-14
CA Young,United Arab Emirates,Sheikh Zayed Stadium,1,0,2,2016-02-14
Amjad Javed,Ireland,Sheikh Zayed Stadium,1,3,3,2016-02-14
Shaiman Anwar,Ireland,Sheikh Zayed Stadium,1,24,0,2016-02-14
AR McBrine,United Arab Emirates,Sheikh Zayed Stadium,0,1,0,2016-02-14
TJ Murtagh,United Arab Emirates,Sheikh Zayed Stadium,0,12,2,2016-02-14
NJ O'Brien,United Arab Emirates,Sheikh Zayed Stadium,1,4,0,2016-02-16
PR Stirling,United Arab Emirates,Sheikh Zayed Stadium,1,28,0,2016-02-16
SW Poynter,United Arab Emirates,Sheikh Zayed Stadium,1,10,0,2016-02-16
SP Patil,Ireland,Sheikh Zayed Stadium,0,31,0,2016-02-16
Qadeer Ahmed,Ireland,Sheikh Zayed Stadium,1,0,0,2016-02-16
SR Thompson,United Arab Emirates,Sheikh Zayed Stadium,1,2,0,2016-02-16
Muhammad Usman,Ireland,Sheikh Zayed Stadium,0,7,0,2016-02-16
GC Wilson,United Arab Emirates,Sheikh Zayed Stadium,1,1,0,2016-02-16
Rohan Mustafa,Ireland,Sheikh Zayed Stadium,0,20,0,2016-02-16
MC Sorensen,United Arab Emirates,Sheikh Zayed Stadium,1,2,2,2016-02-16
Mohammad Naveed,Ireland,Sheikh Zayed Stadium,0,3,2,2016-02-16
Mohammad Shahzad,Ireland,Sheikh Zayed Stadium,0,22,2,2016-02-16
WTS Porterfield,United Arab Emirates,Sheikh Zayed Stadium,1,72,0,2016-02-16
Ahmed Raza,Ireland,Sheikh Zayed Stadium,1,0,2,2016-02-16
WB Rankin,United Arab Emirates,Sheikh Zayed Stadium,1,0,3,2016-02-16
Muhammad Kaleem,Ireland,Sheikh Zayed Stadium,0,6,0,2016-02-16
Amjad Javed,Ireland,Sheikh Zayed Stadium,0,19,1,2016-02-16
Usman Mushtaq,Ireland,Sheikh Zayed Stadium,0,4,0,2016-02-16
Shaiman Anwar,Ireland,Sheikh Zayed Stadium,0,12,0,2016-02-16
A Balbirnie,United Arab Emirates,Sheikh Zayed Stadium,1,2,0,2016-02-16
TJ Murtagh,United Arab Emirates,Sheikh Zayed Stadium,1,1,0,2016-02-16
GH Dockrell,United Arab Emirates,Sheikh Zayed Stadium,1,5,0,2016-02-16
WP Masakadza,Bangladesh,Sheikh Abu Naser Stadium,1,0,1,2016-01-15
SC Williams,Bangladesh,Sheikh Abu Naser Stadium,0,2,1,2016-01-15
MN Waller,Bangladesh,Sheikh Abu Naser Stadium,0,14,0,2016-01-15
Soumya Sarkar,Zimbabwe,Sheikh Abu Naser Stadium,1,7,0,2016-01-15
V Sibanda,Bangladesh,Sheikh Abu Naser Stadium,0,46,0,2016-01-15
Mashrafe Mortaza,Zimbabwe,Sheikh Abu Naser Stadium,0,0,0,2016-01-15
BV Vitori,Bangladesh,Sheikh Abu Naser Stadium,1,0,0,2016-01-15
Mahmudullah,Zimbabwe,Sheikh Abu Naser Stadium,1,7,0,2016-01-15
LM Jongwe,Bangladesh,Sheikh Abu Naser Stadium,0,0,1,2016-01-15
Mushfiqur Rahim,Zimbabwe,Sheikh Abu Naser Stadium,1,26,0,2016-01-15
Mustafizur Rahman,Zimbabwe,Sheikh Abu Naser Stadium,0,0,2,2016-01-15
Nurul Hasan,Zimbabwe,Sheikh Abu Naser Stadium,1,7,0,2016-01-15
H Masakadza,Bangladesh,Sheikh Abu Naser Stadium,0,79,0,2016-01-15
Tamim Iqbal,Zimbabwe,Sheikh Abu Naser Stadium,1,29,0,2016-01-15
E Chigumbura,Bangladesh,Sheikh Abu Naser Stadium,0,3,0,2016-01-15
Sabbir Rahman,Zimbabwe,Sheikh Abu Naser Stadium,1,46,0,2016-01-15
PJ Moor,Bangladesh,Sheikh Abu Naser Stadium,0,7,0,2016-01-15
AG Cremer,Bangladesh,Sheikh Abu Naser Stadium,1,0,2,2016-01-15
Sikandar Raza,Bangladesh,Sheikh Abu Naser Stadium,0,6,0,2016-01-15
Shuvagata Hom,Zimbabwe,Sheikh Abu Naser Stadium,1,6,0,2016-01-15
Al-Amin Hossain,Zimbabwe,Sheikh Abu Naser Stadium,0,0,2,2016-01-15
Shakib Al Hasan,Zimbabwe,Sheikh Abu Naser Stadium,1,20,1,2016-01-15
WP Masakadza,Bangladesh,Sheikh Abu Naser Stadium,1,6,1,2016-01-17
SC Williams,Bangladesh,Sheikh Abu Naser Stadium,1,7,0,2016-01-17
T Muzarabani,Bangladesh,Sheikh Abu Naser Stadium,0,0,1,2016-01-17
MN Waller,Bangladesh,Sheikh Abu Naser Stadium,1,29,0,2016-01-17
R Mutumbami,Bangladesh,Sheikh Abu Naser Stadium,1,7,0,2016-01-17
Soumya Sarkar,Zimbabwe,Sheikh Abu Naser Stadium,0,43,0,2016-01-17
N Madziva,Bangladesh,Sheikh Abu Naser Stadium,1,0,0,2016-01-17
V Sibanda,Bangladesh,Sheikh Abu Naser Stadium,1,21,0,2016-01-17
Mashrafe Mortaza,Zimbabwe,Sheikh Abu Naser Stadium,1,0,1,2016-01-17
BV Vitori,Bangladesh,Sheikh Abu Naser Stadium,0,0,0,2016-01-17
Mahmudullah,Zimbabwe,Sheikh Abu Naser Stadium,0,1,0,2016-01-17
Mushfiqur Rahim,Zimbabwe,Sheikh Abu Naser Stadium,0,24,0,2016-01-17
Mustafizur Rahman,Zimbabwe,Sheikh Abu Naser Stadium,1,0,2,2016-01-17
H Masakadza,Bangladesh,Sheikh Abu Naser Stadium,1,30,0,2016-01-17
Tamim Iqbal,Zimbabwe,Sheikh Abu Naser Stadium,0,23,0,2016-01-17
Sabbir Rahman,Zimbabwe,Sheikh Abu Naser Stadium,0,43,3,2016-01-17
PJ Moor,Bangladesh,Sheikh Abu Naser Stadium,1,9,0,2016-01-17
AG Cremer,Bangladesh,Sheikh Abu Naser Stadium,1,8,2,2016-01-17
Shuvagata Hom,Zimbabwe,Sheikh Abu Naser Stadium,1,0,1,2016-01-17
Al-Amin Hossain,Zimbabwe,Sheikh Abu Naser Stadium,1,0,1,2016-01-17
Shakib Al Hasan,Zimbabwe,Sheikh Abu Naser Stadium,0,27,0,2016-01-17
SC Williams,Bangladesh,Sheikh Abu Naser Stadium,0,32,0,2016-01-20
T Muzarabani,Bangladesh,Sheikh Abu Naser Stadium,1,0,0,2016-01-20
MN Waller,Bangladesh,Sheikh Abu Naser Stadium,0,49,0,2016-01-20
R Mutumbami,Bangladesh,Sheikh Abu Naser Stadium,0,20,0,2016-01-20
Soumya Sarkar,Zimbabwe,Sheikh Abu Naser Stadium,1,25,0,2016-01-20
Mohammad Shahid,Zimbabwe,Sheikh Abu Naser Stadium,0,0,1,2016-01-20
V Sibanda,Bangladesh,Sheikh Abu Naser Stadium,0,44,0,2016-01-20
Abu Hider,Zimbabwe,Sheikh Abu Naser Stadium,0,0,2,2016-01-20
Mashrafe Mortaza,Zimbabwe,Sheikh Abu Naser Stadium,0,0,0,2016-01-20
BV Vitori,Bangladesh,Sheikh Abu Naser Stadium,1,0,0,2016-01-20
Imrul Kayes,Zimbabwe,Sheikh Abu Naser Stadium,1,1,0,2016-01-20
Muktar Ali,Zimbabwe,Sheikh Abu Naser Stadium,1,19,0,2016-01-20
Mosaddek Hossain,Zimbabwe,Sheikh Abu Naser Stadium,1,15,0,2016-01-20
Mahmudullah,Zimbabwe,Sheikh Abu Naser Stadium,1,6,0,2016-01-20
TS Chisoro,Bangladesh,Sheikh Abu Naser Stadium,1,0,1,2016-01-20
Nurul Hasan,Zimbabwe,Sheikh Abu Naser Stadium,1,30,0,2016-01-20
H Masakadza,Bangladesh,Sheikh Abu Naser Stadium,0,20,0,2016-01-20
Sabbir Rahman,Zimbabwe,Sheikh Abu Naser Stadium,1,50,0,2016-01-20
PJ Moor,Bangladesh,Sheikh Abu Naser Stadium,0,10,0,2016-01-20
AG Cremer,Bangladesh,Sheikh Abu Naser Stadium,1,0,3,2016-01-20
Sikandar Raza,Bangladesh,Sheikh Abu Naser Stadium,0,7,2,2016-01-20
Shakib Al Hasan,Zimbabwe,Sheikh Abu Naser Stadium,1,3,3,2016-01-20
Taskin Ahmed,Zimbabwe,Sheikh Abu Naser Stadium,1,1,1,2016-01-22
MN Waller,Bangladesh,Sheikh Abu Naser Stadium,0,36,0,2016-01-22
R Mutumbami,Bangladesh,Sheikh Abu Naser Stadium,0,32,0,2016-01-22
Soumya Sarkar,Zimbabwe,Sheikh Abu Naser Stadium,1,11,0,2016-01-22
N Madziva,Bangladesh,Sheikh Abu Naser Stadium,1,0,4,2016-01-22
V Sibanda,Bangladesh,Sheikh Abu Naser Stadium,0,4,0,2016-01-22
Mashrafe Mortaza,Zimbabwe,Sheikh Abu Naser Stadium,1,22,1,2016-01-22
Abu Hider,Zimbabwe,Sheikh Abu Naser Stadium,1,14,1,2016-01-22
Imrul Kayes,Zimbabwe,Sheikh Abu Naser Stadium,1,18,0,2016-01-22
Arafat Sunny,Zimbabwe,Sheikh Abu Naser Stadium,1,10,0,2016-01-22
Mahmudullah,Zimbabwe,Sheikh Abu Naser Stadium,1,54,0,2016-01-22
LM Jongwe,Bangladesh,Sheikh Abu Naser Stadium,1,0,1,2016-01-22
TS Chisoro,Bangladesh,Sheikh Abu Naser Stadium,1,0,3,2016-01-22
Nurul Hasan,Zimbabwe,Sheikh Abu Naser Stadium,1,15,0,2016-01-22
H Masakadza,Bangladesh,Sheikh Abu Naser Stadium,0,93,0,2016-01-22
Tamim Iqbal,Zimbabwe,Sheikh Abu Naser Stadium,1,1,0,2016-01-22
E Chigumbura,Bangladesh,Sheikh Abu Naser Stadium,0,5,0,2016-01-22
Sabbir Rahman,Zimbabwe,Sheikh Abu Naser Stadium,1,1,0,2016-01-22
AG Cremer,Bangladesh,Sheikh Abu Naser Stadium,1,0,0,2016-01-22
Sikandar Raza,Bangladesh,Sheikh Abu Naser Stadium,0,2,2,2016-01-22
Shakib Al Hasan,Zimbabwe,Sheikh Abu Naser Stadium,1,4,1,2016-01-22
S Dhawan,Sri Lanka,Maharashtra Cricket Association Stadium,0,9,0,2016-02-09
CK Kapugedera,India,Maharashtra Cricket Association Stadium,1,25,0,2016-02-09
R Ashwin,Sri Lanka,Maharashtra Cricket Association Stadium,0,31,2,2016-02-09
RA Jadeja,Sri Lanka,Maharashtra Cricket Association Stadium,0,6,0,2016-02-09
A Nehra,Sri Lanka,Maharashtra Cricket Association Stadium,0,6,2,2016-02-09
S Prasanna,India,Maharashtra Cricket Association Stadium,1,3,0,2016-02-09
Yuvraj Singh,Sri Lanka,Maharashtra Cricket Association Stadium,0,10,0,2016-02-09
MS Dhoni,Sri Lanka,Maharashtra Cricket Association Stadium,0,2,0,2016-02-09
SK Raina,Sri Lanka,Maharashtra Cricket Association Stadium,0,20,1,2016-02-09
SMSM Senanayake,India,Maharashtra Cricket Association Stadium,0,0,1,2016-02-09
RG Sharma,Sri Lanka,Maharashtra Cricket Association Stadium,0,0,0,2016-02-09
N Dickwella,India,Maharashtra Cricket Association Stadium,1,4,0,2016-02-09
MD Shanaka,India,Maharashtra Cricket Association Stadium,1,3,3,2016-02-09
JJ Bumrah,Sri Lanka,Maharashtra Cricket Association Stadium,1,0,0,2016-02-09
AM Rahane,Sri Lanka,Maharashtra Cricket Association Stadium,0,4,0,2016-02-09
CAK Rajitha,India,Maharashtra Cricket Association Stadium,0,0,3,2016-02-09
NLTC Perera,India,Maharashtra Cricket Association Stadium,0,0,0,2016-02-09
PVD Chameera,India,Maharashtra Cricket Association Stadium,0,0,2,2016-02-09
HH Pandya,Sri Lanka,Maharashtra Cricket Association Stadium,0,2,0,2016-02-09
MD Gunathilaka,India,Maharashtra Cricket Association Stadium,1,9,0,2016-02-09
TAM Siriwardana,India,Maharashtra Cricket Association Stadium,1,21,0,2016-02-09
LD Chandimal,India,Maharashtra Cricket Association Stadium,1,35,0,2016-02-09
S Dhawan,Sri Lanka,JSCA International Stadium Complex,0,51,0,2016-02-12
S Prasanna,India,JSCA International Stadium Complex,1,1,0,2016-02-12
CK Kapugedera,India,JSCA International Stadium Complex,1,32,0,2016-02-12
RA Jadeja,Sri Lanka,JSCA International Stadium Complex,0,1,2,2016-02-12
R Ashwin,Sri Lanka,JSCA International Stadium Complex,1,0,3,2016-02-12
